Sep 30 13:12:12.148 WARN Ethereum 2.0 is pre-release. This software is experimental.
Sep 30 13:12:12.148 INFO Lighthouse started                      version: Lighthouse/v0.2.13-c0e76d2c
Sep 30 23:50:50.001 INFO Synced                                  slot: 413053, block:    …  empty, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 51, service: slot_notifier
Sep 30 23:50:57.353 INFO New block received                      hash: 0xd43e…6bc0, slot: 413054
Sep 30 23:51:02.000 INFO Synced                                  slot: 413054, block: 0xd43e…6bc0, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 52, service: slot_notifier
Sep 30 23:51:09.351 INFO New block received                      hash: 0x8d9c…4fbb, slot: 413055
Sep 30 23:51:14.000 INFO Synced                                  slot: 413055, block: 0x8d9c…4fbb, epoch: 12907, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 50, service: slot_notifier
Sep 30 23:51:26.000 INFO Synced                                  slot: 413056, block:    …  empty, epoch: 12908, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 54, service: slot_notifier
Sep 30 23:51:38.000 INFO Synced                                  slot: 413057, block:    …  empty, epoch: 12908, finalized_epoch: 12905, finalized_root: 0x1db5…6636, peers: 55, service: slot_notifier
Sep 30 23:51:45.476 INFO New block received                      hash: 0xfe44…474f, slot: 413058
Sep 30 23:51:50.001 INFO Synced                                  slot: 413058, block: 0xfe44…474f, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 50, service: slot_notifier
Sep 30 23:51:57.183 INFO New block received                      hash: 0x2325…4b57, slot: 413059
Sep 30 23:52:02.000 INFO Synced                                  slot: 413059, block: 0x2325…4b57, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 52, service: slot_notifier
Sep 30 23:52:14.001 INFO Synced                                  slot: 413060, block:    …  empty, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 50, service: slot_notifier
Sep 30 23:52:21.931 INFO New block received                      hash: 0x032c…7ffb, slot: 413061
Sep 30 23:52:26.000 INFO Synced                                  slot: 413061, block: 0x032c…7ffb, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:52:32.779 INFO New block received                      hash: 0x2565…aea2, slot: 413062
Sep 30 23:52:38.000 INFO Synced                                  slot: 413062, block: 0x2565…aea2, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:52:44.821 INFO New block received                      hash: 0x0010…c407, slot: 413063
Sep 30 23:52:50.000 INFO Synced                                  slot: 413063, block: 0x0010…c407, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 53, service: slot_notifier
Sep 30 23:53:02.000 INFO Synced                                  slot: 413064, block:    …  empty, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:53:08.829 INFO New block received                      hash: 0x47c7…c50c, slot: 413065
Sep 30 23:53:14.000 INFO Synced                                  slot: 413065, block: 0x47c7…c50c, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 51, service: slot_notifier
Sep 30 23:53:26.001 INFO Synced                                  slot: 413066, block:    …  empty, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 53, service: slot_notifier
Sep 30 23:53:33.000 INFO New block received                      hash: 0xab67…0b03, slot: 413067
Sep 30 23:53:38.000 INFO Synced                                  slot: 413067, block: 0xab67…0b03, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:53:44.545 INFO New block received                      hash: 0x8bde…0302, slot: 413068
Sep 30 23:53:50.000 INFO Synced                                  slot: 413068, block: 0x8bde…0302, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 52, service: slot_notifier
Sep 30 23:54:02.000 INFO Synced                                  slot: 413069, block:    …  empty, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:54:09.009 INFO New block received                      hash: 0x4585…0f8e, slot: 413070
Sep 30 23:54:14.000 INFO Synced                                  slot: 413070, block: 0x4585…0f8e, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 51, service: slot_notifier
Sep 30 23:54:20.772 INFO New block received                      hash: 0x7bb6…840c, slot: 413071
Sep 30 23:54:26.000 INFO Synced                                  slot: 413071, block: 0x7bb6…840c, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 54, service: slot_notifier
Sep 30 23:54:34.107 INFO New block received                      hash: 0xe9a9…c433, slot: 413072
Sep 30 23:54:38.000 INFO Synced                                  slot: 413072, block: 0xe9a9…c433, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:54:44.757 INFO New block received                      hash: 0xde5f…1b42, slot: 413073
Sep 30 23:54:50.000 INFO Synced                                  slot: 413073, block: 0xde5f…1b42, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 51, service: slot_notifier
Sep 30 23:54:56.691 INFO New block received                      hash: 0x5ed9…aebd, slot: 413074
Sep 30 23:55:02.000 INFO Synced                                  slot: 413074, block: 0x5ed9…aebd, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:55:10.997 INFO New block received                      hash: 0x017f…69ac, slot: 413075
Sep 30 23:55:14.000 INFO Synced                                  slot: 413075, block: 0x017f…69ac, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 50, service: slot_notifier
Sep 30 23:55:21.808 INFO New block received                      hash: 0x2058…1f4f, slot: 413076
Sep 30 23:55:26.000 INFO Synced                                  slot: 413076, block: 0x2058…1f4f, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 54, service: slot_notifier
Sep 30 23:55:32.607 INFO New block received                      hash: 0x6127…26b4, slot: 413077
Sep 30 23:55:38.001 INFO Synced                                  slot: 413077, block: 0x6127…26b4, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:55:44.754 INFO New block received                      hash: 0xb1c4…4612, slot: 413078
Sep 30 23:55:50.000 INFO Synced                                  slot: 413078, block: 0xb1c4…4612, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 50, service: slot_notifier
Sep 30 23:56:01.068 INFO New block received                      hash: 0x9b51…cbf6, slot: 413079
Sep 30 23:56:02.000 INFO Synced                                  slot: 413079, block: 0x9b51…cbf6, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 51, service: slot_notifier
Sep 30 23:56:14.001 INFO Synced                                  slot: 413080, block:    …  empty, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 50, service: slot_notifier
Sep 30 23:56:21.943 INFO New block received                      hash: 0xce0e…931a, slot: 413081
Sep 30 23:56:26.000 INFO Synced                                  slot: 413081, block: 0xce0e…931a, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 52, service: slot_notifier
Sep 30 23:56:32.748 INFO New block received                      hash: 0x7811…0835, slot: 413082
Sep 30 23:56:38.001 INFO Synced                                  slot: 413082, block: 0x7811…0835, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:56:45.396 INFO New block received                      hash: 0x4f17…795a, slot: 413083
Sep 30 23:56:50.001 INFO Synced                                  slot: 413083, block: 0x4f17…795a, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 51, service: slot_notifier
Sep 30 23:56:58.612 INFO New block received                      hash: 0x1bd0…e469, slot: 413084
Sep 30 23:57:02.000 INFO Synced                                  slot: 413084, block: 0x1bd0…e469, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:57:14.001 INFO Synced                                  slot: 413085, block:    …  empty, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 50, service: slot_notifier
Sep 30 23:57:20.936 INFO New block received                      hash: 0x2dd3…7924, slot: 413086
Sep 30 23:57:26.001 INFO Synced                                  slot: 413086, block: 0x2dd3…7924, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 54, service: slot_notifier
Sep 30 23:57:33.048 INFO New block received                      hash: 0xb035…ce6a, slot: 413087
Sep 30 23:57:38.000 INFO Synced                                  slot: 413087, block: 0xb035…ce6a, epoch: 12908, finalized_epoch: 12906, finalized_root: 0xdf1b…c51c, peers: 55, service: slot_notifier
Sep 30 23:57:46.452 INFO New block received                      hash: 0xaba4…3219, slot: 413088
Sep 30 23:57:50.000 INFO Synced                                  slot: 413088, block: 0xaba4…3219, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 53, service: slot_notifier
Sep 30 23:57:57.401 INFO New block received                      hash: 0xe697…22dd, slot: 413089
Sep 30 23:58:02.000 INFO Synced                                  slot: 413089, block: 0xe697…22dd, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 55, service: slot_notifier
Sep 30 23:58:08.749 INFO New block received                      hash: 0x8374…c313, slot: 413090
Sep 30 23:58:14.000 INFO Synced                                  slot: 413090, block: 0x8374…c313, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 50, service: slot_notifier
Sep 30 23:58:21.171 INFO New block received                      hash: 0x38e8…aa05, slot: 413091
Sep 30 23:58:26.000 INFO Synced                                  slot: 413091, block: 0x38e8…aa05, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 54, service: slot_notifier
Sep 30 23:58:32.765 INFO New block received                      hash: 0xa027…bf16, slot: 413092
Sep 30 23:58:38.000 INFO Synced                                  slot: 413092, block: 0xa027…bf16, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 55, service: slot_notifier
Sep 30 23:58:46.976 INFO New block received                      hash: 0x9d39…bd65, slot: 413093
Sep 30 23:58:50.000 INFO Synced                                  slot: 413093, block: 0x9d39…bd65, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 51, service: slot_notifier
Sep 30 23:58:56.642 INFO New block received                      hash: 0xffb4…fc98, slot: 413094
Sep 30 23:59:02.000 INFO Synced                                  slot: 413094, block: 0xffb4…fc98, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 53, service: slot_notifier
Sep 30 23:59:14.000 INFO Synced                                  slot: 413095, block:    …  empty, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 50, service: slot_notifier
Sep 30 23:59:23.225 INFO New block received                      hash: 0xe7fe…16f1, slot: 413096
Sep 30 23:59:26.000 INFO Synced                                  slot: 413096, block: 0xe7fe…16f1, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 52, service: slot_notifier
Sep 30 23:59:32.636 INFO New block received                      hash: 0x8c09…b22d, slot: 413097
Sep 30 23:59:38.000 INFO Synced                                  slot: 413097, block: 0x8c09…b22d, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 53, service: slot_notifier
Sep 30 23:59:45.331 INFO New block received                      hash: 0x4157…0b13, slot: 413098
Sep 30 23:59:50.000 INFO Synced                                  slot: 413098, block: 0x4157…0b13, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 53, service: slot_notifier
Sep 30 23:59:56.806 INFO New block received                      hash: 0x5d8a…c9f0, slot: 413099
Oct 01 00:00:02.000 INFO Synced                                  slot: 413099, block: 0x5d8a…c9f0, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 54, service: slot_notifier
Oct 01 00:00:08.336 INFO New block received                      hash: 0x2c4d…97ec, slot: 413100
Oct 01 00:00:14.001 INFO Synced                                  slot: 413100, block: 0x2c4d…97ec, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 50, service: slot_notifier
Oct 01 00:00:26.000 INFO Synced                                  slot: 413101, block:    …  empty, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 50, service: slot_notifier
Oct 01 00:00:36.404 INFO New block received                      hash: 0x4430…095d, slot: 413102
Oct 01 00:00:38.001 INFO Synced                                  slot: 413102, block:    …  empty, epoch: 12909, finalized_epoch: 12907, finalized_root: 0x32b1…0ef0, peers: 55, service: slot_notifier
Oct 01 00:00:44.829 INFO New block received                      hash: 0xb4bc…ad22, slot: 413103
